"","story_id","id","province_human","province_oeda","cleantext"
"145","1822822_v0.1.0","57331a2e421aa92a509193d2_4","aleppo, idlib","aleppo","N  MONZ  N. geveva. issu  received.   unit nation mandat independ intern commiss of inquiri on   ACTAR  arab republ condemn in  strongest term recent AVERB on  ACTAR  and  ACTAR  infrastructur notabl on hospit and clinic in aleppo  ADMINN  and on  intern AVERB person  camp in idlib. aerial AVERB ground AVERB and rocket fire  consist  use in deliber indiscrimin and disproportion AVERB on  ADMINN    ACTAR  live and   struggl to survive. sinc  AVERB  alqud hospit in aleppo  ADMINN  on N  MONZ       half dozen AVERB   medic facil in   ADMINN .   of   specif protect site  intern humanitarian law. score of  ACTAR  victim and medic  ACTAR    AVERB  AVERB in  attacks. in recent week market bakeri and  water station  also  aerial bombarded.     N  suppli rout still open to oppositionAVERB  ADMINN  of aleppo  ADMINN   destruct of food water and medic suppli rais grave concern for   ACTAR  within.  N of  MONZ  AVERB on  kamounah idp camp in sub_idlib idlib  SOURZ  AVERB and AVERB dozen of civilians.  incid demonstr  undeni fact   conflict  repeat exact  heaviest toll on  ACTAR  NONTOPIC paulo pinheiro chair of  commission.  flagrant disregard for intern humanitarian law    SOURZ   rather   continu of  wellestablish trend of unlaw AVERB medic site and  ACTAR  place of refug and infrastructur necessari for  ACTAR  life pinheiro added. at  time in   cessat of hostil agreement  increas deterior   paramount    ACTAR  to  conflict and  state seek  peac resolut demand  ACTAR  protect measur  taken.  commiss call on   ACTAR  to ceas  unlaw AVERB on  ACTAR   ADMINN  especi humanitarian locat and special protect site  intern humanitarian law.  commiss  repeat note  intern humanitarian law  foundat principl of distinction.  under  number of war crimes. requir   ACTAR  to  conflict to distinguish  law and unlaw targets.  recent unlaw AVERB  violat of intern humanitarian law.    war crimes. failur to respect  law of war must  consequ for  perpetr  chair stressed. account must  part of  process of return  ACTAR  to peace.   cultur of impun  uproot  ACTAR  will continu to  target victim and brutal killed..  commiss strong support  effort to find  polit solut to  conflict includ  return to  full cessat of hostilities.  remain commit to fulfil  mandat to investig and document  violat occur in  context of   ACTAR  arm conflict regardless of  commit ."
"146","1826756_v0.1.0","57357be3421aa90cc3e30043_0","damascus","damascus","top  ACTAR  command mustafa amin badreddin  AVERB on  DAYZ sday night in  AVERB in  ACTAR   week   ACTAR bas shia  ACTAR  organis says. badreddin AVERB in  larg explos near damascus airport  ACTAR  NONTOPIC in  statement on  websit of  almanar network.  ACTAR    shia islamist polit  ACTAR  and social organis  wield consider power in  ACTAR .  emerg   help of  ACTAR    isra occup of  ACTAR  in  earli Ns.   ACTAR   current AVERB in  ACTAR  in support of  ACTAR  bashar alassad. badreddin took part in  of  oper of  islam resist sinc N  ACTAR  NONTOPIC in  statement NONTOPIC  AVERB on  DAYZ day NONTOPIC    great jihadi leader. badreddin  sentenc to AVERB in kuwait for  role in AVERB AVERB  in N.   AVERB from  kuwaiti prison   ACTAR  invad  countri in N   leadership of saddam hussein. badreddin  also NONTOPIC along   N   alleg  ACTAR  member of assassin former  ACTAR  rafik hariri in  ACTAR  in N.  ACTAR   N  statement on almanar  websit NONTOPIC.   investig will work on determin  natur of  explos and  caus and whether    result of  air missil  artilleri AVERB.  will NONTOPIC  result of  investig soon."
"147","1826869_v0.1.0","57362bc5421aa94b1e27fa0b_0","damascus","beyrouth"," ACTAR  buri   ACTAR  command in  ACTAR    investig  AVERB in larg explos in  ACTAR .  ACTAR  NONTOPIC  will soon reveal   believ AVERB   ACTAR  command mustafa badreddin in  larg explos in  ACTAR   biggest blow to   ACTAR   ACTAR  in  past  N  years. ahead of  find of  investig launch by  ACTAR  member at  scene of  explos near damascus airport leader of  polit bloc cum power  ACTAR   on  DAYZ day alreadi point  finger of blame at  ACTAR .  statement by   ACTAR  gave weight to  suggest by NONTOPIC   intern investig  seek to determin whether  missil  artilleri AVERB   responsible. badreddin N    senior  ACTAR  member to   AVERB sinc  predecessor and brotherinlaw imad mughniyeh  assassin in damascus in februari N in  joint mossad and cia operation. sinc  badreddin  led  aspect of  organis activ includ  war in  ACTAR  in   ACTAR  becam  major stakehold in N   backer of  bashar alassad regime. reaction in  ACTAR  to  AVERB  mute  isra media    brief by  ACTAR  steer away from  suggest of  ACTAR  involvement. and  in  past  ACTAR    acknowledg oper of  kind  long   fact   often  accompani by mood music suggest responsibility. specul   far centr on  els might  done .  ACTAR    N  enemi in  ACTAR     lost  estim N member in AVERB and  along   ACTAR    taken  lead in direct numer battles. on  street of  ACTAR    littl room for doubt.  N  of  ACTAR  support gather on  DAYZ day to pay homag to badreddin   buri  full  ACTAR  honour and   MONZ  band. resid of  DIRECTZ   ACTAR  shower mourner  flower and rice and ulul   sang eulog for badreddin chant AVERB to america  ACTAR  and  saudi rule family. badreddin  buri in   shrine  mughniyah. top  ACTAR  attend  process  well  badreddin brother.   ACTAR  of  resist  use to  shock    proud of  NONTOPIC  N   ACTAR  supporter.  will  MONZ  on.   incred to   leader will to sacrific in  way though  knew littl of .    in  N  field of AVERB and in  end  win either victori  martyrdom anoth NONTOPIC.  ACTAR   sent   ACTAR  to AVERB at least  N  differ site insid  ACTAR  sinc  civil war began.   target  isra  ACTAR  believ to   convoy carri antiaircraft missil   claim   move to  ACTAR     pose   DAYZ eat   air force. NONTOPIC badreddin AVERB earlier on  DAYZ day  ACTAR  NONTOPIC.   NONTOPIC  MONZ  ago     return from  ACTAR  except   martyr  carri  flag of victory.    great jihadi leader mustafa badreddin and   return today  martyr.  inform glean from  initi investig    major explos target  N  of  centr near damascus intern airport  led to  martyrdom of sayyid zul fikar .  nom de guerr for badreddine.  and  injuri of others.  investig will work to determin  natur of  explos and  caus whether   due to  air  missil  artilleri AVERB and  will NONTOPIC  result of  investig soon. born in N in   DIRECTZ   ACTAR   ADMINN  of ghobeiri badreddin    DIRECTZ  to  ACTAR  oper sinc   ACTAR  incept in N.   sentenc to AVERB in kuwait in  Ns   plot to blow   american and french embassi     ACTAR  ACTAR  war  later AVERB  saddam hussein  ACTAR  invad  oilrich emir and  DAYZ ew open  prisons.  of  organis activ  target  ACTAR   AVERB  DIRECTZ   ACTAR  from N to N. howev badreddin  also  NONTOPIC of lead  cell   alleg respons for  assassin of  former  ACTAR  rafiq hariri on   ACTAR  waterfront in februari N.   indict in N by  special tribun for  ACTAR   intern court establish in  hagu in connect   massiv N AVERB  led assad to withdraw  forc from  ACTAR  in  face of  civic uprising.  mustafa amin badreddin in  undat handout pictur releas by  special tribun for  ACTAR  website. badreddin and  N   alleg member of  ACTAR  remain on trial in absentia at  hague. prosecutor  offer  N  of   public avail glimps of  shadowi  ACTAR  oper NONTOPIC    apex of  cell  alleg AVERB hariri and  figur   akin to  untrac ghost  assum multipl identities.   known to  studi at   ACTAR  univers and to  maintain  apart in   ACTAR  seasid  ADMINN  of jounieh.   also activ in   DIRECTZ   ACTAR   ADMINN  of dahiyeh    last seen earli last year at  wake for jihad mughniyeh  son of imad mughniyeh   AVERB by  isra AVERB  also claim   ACTAR  general.  hold senior posit  DAYZ oughout  career badreddin  best known for  role in lead  ACTAR  larg conting in  ACTAR . despit isra protest  ACTAR  recent proceed   longdelay sale to  ACTAR  of  AVERB sN weapon system  can AVERB    modern  ACTAR  jets. isra  ACTAR   NONTOPIC   prioritis track  whereabout of  system  posit of  in  DIRECTZ   ACTAR   pose  potent  DAYZ eat to  air force."
"148","1827878_v0.1.0","57362bb0421aa94b1f43105f_2","aleppo ","no_loc"," ACTAR .    ACTAR   DAYZ itor   ACTAR  civil war NONTOPIC insurg AVERB at least N  ACTAR   AVERB  sub_aleppo  ADMINN  from  ACTAR  AVERB in  DIRECTZ   ACTAR  on  DAYZ   insurg deni target civilians. resid from   ADMINN  of sub_aleppo NONTOPIC by state media NONTOPIC  ACTAR   AVERB women children and livestock. dozen of  ACTAR   still miss believ to   abduct from   ADMINN   lie close to  main highway link   DIRECTZ   ADMINN  of hom and hama  britainbas  ACTAR  observatori for human right NONTOPIC on  DAYZ day.  observatori NONTOPIC  AVERB includ islamist  ACTAR  ahrar alsham and   ACTAR affili nusra front.  ahrar alsham  ACTAR  NONTOPIC.   ACTAR    targeted. on  contrari faction made great effort to spare  ACTAR  and deal  prison humanely.  observatori cite sourc NONTOPIC  N AVERB  includ  N  women  from famili of  ACTAR  loyal to  ACTAR  bashar alassad and  AVERB   ACTAR  AVERB hous   AVERB on sub_aleppo.  imag share on social media purport to show  ACTAR  next to  bodi of  N  women in sub_aleppo. respond to  imag  allianc of  ACTAR  behind  AVERB NONTOPIC  women   AVERB    arm and open fire   fighting.  NONTOPIC in  statement   way   ACTAR   dealt  enemi corps  shown in  photo    religi valu and  perpetr   held to account. hide in  attic.   ACTAR  and  alli tri to AVERB  sub_aleppo  ADMINN   use AVERB and barrel AVERB and  still AVERB insurg nearbi   DAYZ itor  ACTAR  NONTOPIC.  alawit   minor sect  offshoot of shiit islam. assad  sub_aleppo  support by shiit  ACTAR  from  ACTAR  and  ACTAR  in  war  main  DAYZ ni muslim  ACTAR  back by  ADMINN   DAYZ ni muslim powers. at least  N  of   ACTAR    AVERB  observatori NONTOPIC.  insurg  also AVERB  ACTAR  fighters.  ACTAR  state televis broadcast NONTOPIC  men and children   AVERB  AVERB.  NONTOPIC  ACTAR  AVERB women children and elder  ACTAR  slaughter livestock and AVERB hous   attacked.  saw arm men come  hous  start AVERB and AVERB things.   hid in  attic and wait .. NONTOPIC isa rai  young boy NONTOPIC by  ACTAR  television.  at night  came out    ACTAR  reach  ACTAR .   MONZ . N cessat of hostil agreement broker by  unit state and  ACTAR  reduc violenc in  DIRECTZ   ACTAR  for  short time.    reduc to tatter howev by increas AVERB in   ADMINN  of aleppo and  areas.   ADMINN  of sub_aleppo   N km . N miles.   DIRECTZ  of hom and  similar distanc  DIRECTZ  of hama   ADMINN    among   N  to  AVERB   ACTAR  interven to support assad last  MONZ ."
"149","1854311_v0.1.0","5742f694421aa97d490e454f_5","tartus","damascus"," ACTAR  .  SOURZ .       seri of coordin blast AVERB bus station  electr plant and  hospit across  N   ACTAR   ADMINN   DAYZ day AVERB at least N  ACTAR  in   N  major secur breach of  ACTAR   coastal stronghold in  countri   N year war.   ACTAR  claim respons for  AVERB on social media.   ACTAR    known to maintain  presenc in  AVERB countrysid   ADMINN  in  mainstream  ACTAR  and  ACTAR  affili insurg form  predomin  ACTAR  to assad  forces.   N  closelycoordin morn blast in  pro ACTAR   ADMINN  of tartus and sub_latakia target  ACTAR  in larg number and seem intend to send  messag   part of  ACTAR   safe from violence.  also underlin  worri inabl of world power to jumpstart  ACTAR  peac talk in  ACTAR    violenc worsens.  coalit of near N  ACTAR  faction NONTOPIC  DAYZ day   give   ACTAR  N hour to end  offens around AVERB oppositionheld  ADMINN  of damascus    consid  partial ceasefir broker in late februari dissolved. yet AVERB  alreadi AVERB in earnest around  countri by late  MONZ .  peac of   N  coastal  ADMINN  meant  hous  N  of  N  of intern AVERB  ACTAR   AVERB violenc from  part of  countri     and   now come  suspicion by AVERBshock longterm resid and  ACTAR  secur forces.  ACTAR   state news agenc sana  SOURZ    N  explos struck sub_latakia  result of  N  suicid AVERB and  car AVERB.  target includ  emerg entranc of  sub_latakia nation hospit  NONTOPIC. short afterward suicid AVERB follow by  explosiveslad car tore   pack bus station and  petrol station in tartus minut apart tv  SOURZ  and resid NONTOPIC.   N  ACTAR   AVERB and  N  AVERB in  blast  ACTAR  state media reported.  resid NONTOPIC  heard   N  explos follow by  wail of ambul siren rush to  scene.  AVERB struck busi  ADMINN  of   ADMINN   NONTOPIC.  bus stop    crowd  school student   just finish AVERB  exam   blast occur just  N.N .m. local time. on  morn   N car    line  at  target gas station  of petrol shortages.  spoke on condit of anonym cite fear for   safety.   ACTAR  observatori for human right   ACTAR   DAYZ itor  ACTAR  base in britain put  AVERB toll much higher   ACTAR  sourc NONTOPIC    N   killed.   N  explos in sub_latakia and  N  in tartus rip   locat almost simultan indic  high degre of organization.  spark  backlash   AVERB includ  repris AVERB on  camp for  intern AVERB by war locat in tartus. part of  alkarnak camp  burn  accord to ghassan hassan  head  tartousNday media agency.  N refuge from  wartorn aleppo idlib and raqqah  ADMINN   settl in tartus hassan NONTOPIC. secur forc arrest dozen of refuge in sweep of sub_latakia and tartus  observatori reported.  local communiti of tartus and sub_latakia  coexist relat well    N  of  N  of refuge  host.  ACTAR    heavili invest in   ACTAR  war on behalf of assad   ACTAR  keep  naval base in tartus    base on  mediterranean.  also   air base in latakia  ADMINN    N  mile .  N  kilometers.   DIRECTZ  of sub_latakia.  ACTAR  vladimir putin   ACTAR  NONTOPIC  increas in  ACTAR  AVERB and AVERB in  ACTAR    demonstr  fragil  situat in  ACTAR  . putin sent  messag to assad convey  condol for   ACTAR  AVERB and NONTOPIC  ACTAR   readi to continu support   ACTAR  partners. assad   ACTAR  and   ACTAR  of  father  rule  countri from N   AVERB in N  histor drawn on  coastal  ADMINN  for polit support.   home to  sizabl popul of alawit  religi minor to   assad belong.  assad  ampli reward  popul for  loyalti  DAYZ oughout  autocrat rule and  incumb assad   keen to project  imag of stabil in  strongholds.    ADMINN   also   backdrop to  of  war  darker junctur includ twin massacr in sub_tartus and bayda  N  former restiv  ADMINN   N mile . N kilometers.   DIRECTZ  of tartus. pro ACTAR  forc   ACTAR  summarili execut N  ACTAR  and loot and burn   DAYZ ni  ADMINN  in  MONZ  N accord to human right watch.   SOURZ  yorkbas  DAYZ itor  ACTAR  NONTOPIC  method suggest   AVERB intend to drive   DAYZ ni popul out of  towns. moder and ultraconserv  DAYZ ni now form  backbon of  insurg    ACTAR  in  AVERB regions.  ACTAR  secretari general ban kimoon condemn  AVERB on  ACTAR  in tartus and sub_latakia. ban  also concern by AVERB  ACTAR  activ in and around damascus and hom   caus  rise number of  ACTAR  casualti   ACTAR  stephan dujarr NONTOPIC. accord to   ACTAR   civil war  AVERB  eleven  N   ACTAR  sinc  MONZ  N and   AVERB  N  ACTAR        intern organ stop collect figur in midN."
"150","1919512_v0.1.0","57771921421aa9573f70eb24_1","aleppo , rifdimashq ","aleppo"," ACTAR  AVERB  ACTAR  pilot.  ACTAR .   MONZ ar air raid in  DIRECTZ   ACTAR  by regim aircraft and warplan of   ACTAR l intern coalit AVERB at least N  ACTAR  on  DAYZ day   DAYZ itor  ACTAR  NONTOPIC.  ACTAR  bashar alassad  ACTAR  AVERB  crowd market in aleppo  ADMINN    ACTAR held  ADMINN  of tariq sub_aleppo AVERB N  ACTAR    ACTAR  observatori for human right reported. anoth  N   ACTAR   AVERB in  air raid on   DIRECTZ   ACTAR held neighbourhood of sub_aleppo  NONTOPIC.  britainbas  DAYZ itor NONTOPIC  ACTAR  AVERB of governmentheld  ADMINN  AVERB  N   ACTAR  in   ADMINN     divid sinc  MONZ  N.  also NONTOPIC  coalit raid on   DIRECTZ   ADMINN  of sub_aleppo   ACTAR back  ACTAR   AVERB   ACTAR   ACTAR  AVERB  N  women and   N  children. kurdish and  ACTAR  arab  ACTAR    AVERB on sub_aleppo  import waypoint   turkish border and raqqah   ACTAR  de facto capital.  conflict in  ACTAR   AVERB   N  ACTAR    past  N  year and AVERB  N  from  homes. meanwhil islamist  ACTAR  AVERB and AVERB   ACTAR  pilot   plane crash near damascus on  DAYZ day   ACTAR  NONTOPIC.   DAYZ itor  ACTAR    ACTAR  observatori for human right NONTOPIC earlier   plane went  in  mountain  ADMINN  of sub_rifdimashq  DIRECTZ  of damascus.  pilot eject and land near   ADMINN  of sub_rifdimashq Nkm  DIRECTZ  of damascus  NONTOPIC.   ACTAR  quot by state news agenc sana NONTOPIC  pilot land in   ADMINN  AVERB by jaish alislam  ACTAR    plane develop  technic problem   exercise.  crime commit by  terrorist of jaish alislam will  go unpunish  NONTOPIC.  saudiback  ACTAR  claim   AVERB  plane. identifi    ACTAR mad sukhoi suN. and AVERB  pilot. jaish alislam  ACTAR  islam alloush post  photo and  video of  pilot on  twitter account NONTOPIC  belong to  sub_aleppo sect of  ACTAR  bashar alassad.  later NONTOPIC    ACTAR   alnusra front alqaeda affili in  ACTAR   execut  pilot.  N   ACTAR  aircraft   AVERB  by  ACTAR   crash  of technic fault sinc  ACTAR  civil war began  N  year ago.   conflict  AVERB   N  ACTAR  and AVERB millions."
"151","1925305_v0.1.0","577aa6f1421aa9294ed84ef9_1","no_loc","no_loc","  ACTAR  defens forc struck  N   ACTAR  artilleri cannon late  DAYZ day  errant fire from  wartorn countri struck near  border fenc   ACTAR  NONTOPIC  DAYZ day.   ACTAR isra border fenc  damag in  initi incid   isra  ACTAR   soldier  AVERB by  AVERB  struck overnight  DAYZ urday DAYZ day  idf NONTOPIC. general  idf rapid respond to errant fire AVERB  ACTAR  posit hour   incident.   ACTAR    cite oper consider    reason behind  near fullday delay. use artilleri fire  ACTAR  AVERB   N   ACTAR  cannon    part of  larger artilleri batteri idf  ACTAR  peter lerner NONTOPIC.  ACTAR   maintain   ACTAR  polici of nonintervent in   ACTAR  civil war   rock  countri for   N  year and left  N  of  N  AVERB. howev  idf  respond  AVERB by  various  ACTAR  and  ACTAR  forc spill   border.  idf   get involv in  AVERB in  ACTAR     determin to defend .  ACTAR .  and respond to everi irregular   ACTAR  NONTOPIC in  statement.    immedi clear   ACTAR  on   ACTAR  side  respons for  errant fire   idf hold  ACTAR   ACTAR  and   ACTAR  respons for  disturb on  border. though AVERB still rage    N  main  ACTAR  on  ACTAR   border.  yarmouk martyr  brigad  alnusra front and   ACTAR  regime.    relat  case of mortar land insid  ACTAR  in recent  MONZ s. in  MONZ temb  rocket land in  open field in  sub_quneitra spark  brush fire   quick extinguished.  isra  AVERB  in respons  idf also AVERB  N   ACTAR  positions. in N howev  idf  ACTAR  and  isra  ACTAR   AVERB by stray fire from   ACTAR  civil war."
"152","1944128_v0.1.0","5783933d421aa96704a1a3c5_0","aleppo, idlib ","aleppo","state media NONTOPIC  N  residenti  ADMINN  in aleppo  struck by  ACTAR  shellfir on  DAYZ day.  ACTAR   ACTAR   launch  AVERB on governmentheld  ADMINN  of aleppo  troop cut   rout   divid  DIRECTZ  city.  ACTAR  oper began at dawn on  N  front   N  of AVERB  fire at  DIRECTZ  areas. state media NONTOPIC  N   ACTAR   AVERB and dozen hurt by  barrage. AVERB follow  fail attempt by  ACTAR  to reopen  sub_aleppo   way out of   ACTAR held  DIRECTZ  for  N  ACTAR  live . larg part of aleppo   ACTAR   commerci and industri hub   AVERB sinc AVERB erupt  in N.  .   ADMINN     focus of intensifi AVERB sinc  ACTAR brok peac talk and  partial truce broker by   ACTAR  and  ACTAR  broke  earlier  year.lif insid  ACTAR held aleppo.  ACTAR  and polit signific of aleppo.   left   N  year of war.   SOURZ  news agenc correspond NONTOPIC   ACTAR  offens on governmentheld  ADMINN  began at dawn spark fierc AVERB along  frontlin insid aleppo.  ACTAR  observatori for human right  ukbas  DAYZ itor  ACTAR  NONTOPIC   N AVERB  fire by   ACTAR    attacked.howev   ACTAR    far  manag to make  gain    come  heavi AVERB by  ACTAR  aircraft  added. ahm  resid of  syriac quarter in  DIRECTZ  aleppo NONTOPIC  SOURZ     ACTAR  AVERB  complet AVERB  home. sound of  AVERB can still  heard and   loud and  AVERB on   DIRECTZ  neighbourhood  ongo  NONTOPIC.  imag copyright.  ACTAR  trap in  ACTAR held  DIRECTZ   ADMINN   alreadi face food and fuel shortages. later   ACTAR  AVERB on  N  of   ADMINN    ACTAR held  ADMINN  AVERB N  ACTAR  NONTOPIC.at least N   ACTAR  AVERB   diesel fuel market in   ADMINN  of sub_idlib in neighbour idlib  ADMINN   AVERB by  ACTAR  aircraft accord to   ACTAR  observatory.  AVERB includ media  ACTAR  ibrahim o MONZ  and  N  civil defenc rescu  ACTAR   NONTOPIC.media captionfootag AVERB  aftermath of  AVERB on  idlib field hospitalin   ADMINN  of ahsem in idlib  ADMINN   AVERB AVERB  local field hospit kile  N   ACTAR  accord  chariti uossm canada.uossm NONTOPIC  hospit  offer care to  N  intern AVERB  ACTAR   well  local in   ADMINN .  ACTAR  AVERB insid aleppo came  day  N  ACTAR    SOURZ  AVERB tri to push  ACTAR  forc back from  sub_aleppo. key suppli rout  effect  N  on  DAYZ   troop and alli militiamen took AVERB of  nearbi hilltop put  within fire range.on  DAYZ day   ACTAR  NONTOPIC   ACTAR  for  coordin of humanitarian affair  extrem concern at  unfold situat in aleppo.. particular  situat for  estim N  ACTAR  trap in   DIRECTZ  part.  ACTAR  war and aleppo imag copyright.  SOURZ .  MONZ  N.  anti ACTAR  protest erupt across  ACTAR   aleppo  initi untouch   result of  state crackdownjuli N.   AVERB for aleppo begins.  ACTAR  make swift AVERB   unabl to consolid  gain and   ADMINN  becom dividedN.    ACTAR  begin AVERB  ACTAR   ADMINN   barrel AVERB caus  N  of casualties MONZ temb N.   ACTAR  launch fresh offens on  ACTAR held  DIRECTZ  in  wake of  ACTAR   intervent in  conflictfebruari N.    ACTAR  AVERB  ADMINN   DIRECTZ  DIRECTZ  of aleppo  DAYZ eaten to AVERB   ACTAR held  ADMINN  of  city."
"153","1944861_v0.1.0","5783f282421aa906d98745e2_0","aleppo","aleppo"," ACTAR  inspect  damag at  site    AVERB by AVERB carri out by  ACTAR  at  ACTAR  governmentheld  ADMINN  of aleppo  ACTAR  in  handout pictur provid by sana on  MONZ  N.  ACTAR  in  DIRECTZ   ACTAR  launch  major offens  DAYZ day  governmentAVERB  ADMINN  of  warravag  ADMINN  of aleppo day   ACTAR  troop AVERB   suppli road    ACTAR  half of  divid city.  DAYZ itor NONTOPIC   ACTAR  oper began at dawn on  N  fronts.  britainbas  ACTAR  observatori for human right later  SOURZ  N troop loyal to embattl  ACTAR  bashar alassad  AVERB in  singl AVERB in aleppo  old city.  observatori chief rami abdel rahman NONTOPIC  french news agenc  SOURZ    main AVERB   stall in  face of heavi  ACTAR  aerial bombardments.  DAYZ itor NONTOPIC   ACTAR  air raid AVERB at least N  ACTAR   DAYZ day.  latest AVERB follow  fail  ACTAR  counterAVERB late  DAYZ urday aim at reopen  sub_aleppo   main travel arteri for  N  ACTAR  resid in  ACTAR AVERB  ADMINN  of  ruin city.  DAYZ day  to  signal  end of   N  day ceasefir promis and  extend by  damascus  ACTAR  to commemor  end of  muslim holi  MONZ  of ramadan.  observ NONTOPIC  eid alfitr truce   routin violat sinc   NONTOPIC on  DAYZ nesday.  SOURZ  last week quot  unnam  ACTAR  intellig  ACTAR   NONTOPIC  ACTAR  and  ACTAR  forc appear to  use  truce   opportun to AVERB  ACTAR AVERB  ADMINN  of  city. aleppo    ADMINN  of   N  resid  civil war erupt  N  year ago    divid for much of  time   ACTAR  and  ACTAR  sectors."
"154","1945510_v0.1.0","5783e38f421aa906e0af416b_3","aleppo , raqqah, fayan, deirezzor , mansoura, atnan, raqqah ","aleppo"," ACTAR / alnusra front  ACTAR   prove  tougher and far  tactic mind  ACTAR     ACTAR  hord  swept across  ACTAR  and  ACTAR   N  year ago to creat   ACTAR  in   N  great arab nations. in  countrysid around aleppo   rif  ADMINN  in arab  nusra  inflict unexpect casualti on  ACTAR  revolutionari guard forc and  afghan and  ACTAR  alli   AVERB alongsid   DIRECTZ  of  ACTAR  largest city.   sleep  N  night in aleppo.  tank and artilleri fire across   ADMINN   now reach battlefield proportions.  N  year ago  governmentheld  DIRECTZ  sector of   ADMINN   AVERB by nusra and  ACTAR . now   ACTAR    virtual AVERB by major general suheil alhassan    AVERB for  N  week to cut  last  ACTAR  suppli rout to  ACTAR .   tank now less  half  mile from  sub_aleppo and thus abl to cut  highway  concentr artilleri fire  tiger brigad  AVERB   brutal suicid AVERB AVERB by   ACTAR  and nusra forc around   ADMINN  call sub_aleppo.  elsewher around   DIRECTZ   ACTAR   ADMINN  nusra   prove  power   assad regim allies.  DIRECTZ  DIRECTZ  of aleppo   ACTAR  revolutionari guard  swept out of  frontlin posit  DIRECTZ  of  old aleppohama intern highway lose N of  men.   ACTAR   local conting of afghan forc  ragbag of shiit hazara afghan forc  AVERB to acquir refuge status for  famili shelter in  ACTAR  also suffer  N  AVERB   other  believ  understand given  wretch circumst  to  AVERB  battle. around N  ACTAR  AVERB alongsid   ACTAR   also AVERB along   N   ACTAR  men  SOURZ  captured.  fate   perhap to  contempl in  brutal conflict   unknown.  serious for   ACTAR  and   ACTAR    lost  to N AVERB in   N year war    SOURZ  in aleppo    N   ACTAR  cadet  AVERB in   AVERB around   ADMINN  of sub_aleppoeie and sub_aleppo.   ACTAR  field command now individu  SOURZ   nusra    formid forc  N  of  NONTOPIC  ACTAR   televis terrorist suggest   video horror impress   DIRECTZ       ACTAR  soldiers. although  ACTAR  troop   execut en mass by  ACTAR   SOURZ  arm shipment  paid for and transport   ACTAR  believ by qatar   made nusrah  far  formid force. in  forward desert base of asouriya  DIRECTZ  DIRECTZ  of aleppo howev general moham dib NONTOPIC to  independ   soldier AVERB  to N mile  raqqah  ADMINN  toward  tabqa airbas   AVERB by  ACTAR  in  MONZ  N.   fall  N  year ago  follow by  predict and public wit execut of N of   ACTAR  defenders.  general dib therefor  good reason to AVERB  place of infami for  army.  took AVERB of  fayan gas field   ACTAR  sudden descend upon dib forc from  N  direct  from deir ezzour mansoura atnan and tabqa  name    mean in   DIRECTZ    appear on   ACTAR  tactic map  and     fleet of suicid car bombs.  soldier manag to AVERB N car AVERB suicid tank and bmp armour vehicl  explos insid  dib recounted. in  situat   to defend  from  N  sides.  tri to AVERB  unit of  army. video film shown to  independ and taken from within   ACTAR  line show river of  ACTAR  tracer fire concentr on  distant car   nighttim AVERB  vehicl almost invis   sudden explod in yellow light.    ACTAR  martyr general dib added.   to form  defenc line.     terrorist bodi on  main road    fierc AVERB and  AVERB N of . in  raqqah  ADMINN   AVERB  N  men   believ  chinese.  also use   motor gas AVERB   ACTAR .  unclear   general meant by gas AVERB although  later NONTOPIC  mustard gas rocket  incapacit N of  soldiers. howev  AVERB  phrase howev   ACTAR  end  close to  start line on  edg of raqqah  ADMINN   bleak and windswept place of low desert hill rock and dustAVERB    ACTAR  intellig  ACTAR  grim NONTOPIC to    ACTAR   just   road on   side of   ACTAR  tank shelter behind  sand berm.   ACTAR   impress howev by  news   unit of  latest cia outfit dress  to liber  ACTAR     SOURZ  . sic.   ACTAR  train in jordan   virtual wipe out   attempt to cut  border highway  damascus and baghdad.  desert by   ACTAR  air support    promis  at least  N  american plane accord to   SOURZ   divert to  anti ACTAR  AVERB outsid fallujah in  ACTAR    ACTAR  fell upon  vulner nsa and  DAYZ ew  back toward jordan.  usual  ACTAR  video follow of corps AVERB gun and wreck vehicles.   ACTAR  appear to   trustworthi air coordin from   ACTAR    just lost  helicopt to  missil AVERB  appar launch by nusra  in   DIRECTZ  of  country.  in    harsh pictur of  war in  ACTAR  right now  sign of  end  surrender.  for   ACTAR  will  tri to AVERB raqqah  and depriv  ACTAR  of   ACTAR  capit  concentr on  relief of  partial governmentheld  AVERB  ADMINN  of deirezzour  guess  deir ezzour   ACTAR  soldier   still in AVERB order and can  use to prosecut  war.  anoth general   frank probabl necessit  anonym  suggest  wasnt  case of  N    .  put  N  finger on  desk and NONTOPIC to   loudly. "
