"","story_id","province_human","province_ICEWS","cleantext"
"54",15835827,"kinshasa","Kinshasa City",".at least N person AVERB dead  and   N AVERB  ACTAR  and   opposit support AVERB in ACTAR capit kinshasa earli on DAYZ . violenc flare  offic of opposit figur etienn tshisekedi udp ACTAR  AVERB  and   torch by oppon in sign of grow tension ahead of elect schedul for MONZ  wit NONTOPIC.peopl throw stone  of  empti bottl  N of wit tresor sub_kasaioccidental NONTOPIC. ACTAR AVERB AVERB  and   at least N person AVERB  carri away by protest accord to video imag of AVERB seen by SOURZ . man  AVERB later seen dead by  SOURZ wit at bondeko clinic. clinic administr desir kabongo NONTOPIC N  protest  AVERB by bullet in clashes. udp offic AVERB by N peopl  wear t shirt of presid jo MONZ h kabila pprd ACTAR  accord to anoth wit  ask to named.part of build AVERB window AVERB  and   pictur of tshisekedi damag  SOURZ wit NONTOPIC.kinshasa ACTAR chief general jean de dieu oleko NONTOPIC SOURZ by telephon  ACTAR  deploy to secur road  gave  details. udp offici NONTOPIC tshisekedi support gather in  ADMINN in part to protect tshisekedi hous nearby. daylight came  ACTAR AVERB us udp secretari general jacquemain shabani lukoo NONTOPIC. import to make known to pprd  and   to regim of kabila udp  non violent ACTAR    weak ACTAR . NONTOPIC by jonni hogg edit by richard valdmani"
"55",34145240,"northkivu","Province du Nord-Kivu","general jean ACTAR NONTOPIC to involv in violent AVERB oppos in east of  ACTAR  armi to mutin ex member of rebellion  chief of staff. also deni respons for recent defect of N armi offic  and   soldiers.sinc DAYZ  and   begin of AVERB in  ADMINN of northkivu  N congoles for  half of  ACTAR  fled to neighbor ACTAR .speak in swahili on phone  correspond of  SOURZ  general ACTAR beli involv in AVERB  ACTAR  and    ACTAR  defected. claim to in farm in sub_northkivu. ACTAR hierarchi know    and   author to stay  NONTOPIC ad  presid also know  located.accord to ACTAR  of mutin claim  led to desert rank of  ACTAR     power to AVERB    to command function current . ACTAR also react to arrest warrant issu  by icc intern ACTAR court. feel to done noth wrong. recal   number N in movement of thoma lubanga detain in icc  and   convict for AVERB crime in sub_orientale in N. frontier thoma lubanga accord to  to defend . today  situat of ACTAR in front of congoles author remain fuzzy. refus to continu  power to kinshasa made mine last MONZ of want to stop . sinc  N week  longer talk  project."
"56",16273884,"kinshasa","Kinshasa City","dr ACTAR AVERB tear gas at support of opposit leader etienn tshisekedi  and   ban swear in ceremoni on DAYZ  NONTOPIC presid jo MONZ h kabila  legal elect head of state. ACTAR use tear gas to dispers opposit support  gather near tshisekedi resid in kinshasa liemet ADMINN  and   made N arrest  SOURZ journalist NONTOPIC.armour vehicl of republican guard  and   larg number of ACTAR  also taken posit around capit main martyr stadium tshisekedi call on support to attend swear in. also use tear gas at stadium. banned. alreadi elect presid  sworn in.  anoth swear in. act of subvers  SOURZ close to head of countri ACTAR NONTOPIC. ralli  destabilis for regim in place  added.kabila   in power sinc MONZ N AVERB near N percent of vote in last MONZ elect  tshisekedi come in N  N percent.kabila offici sworn in at ceremoni in kinshasa on DAYZ .tshisekedi N contend won poll  deni victori by massiv fraud. support on DAYZ repeat argument. congoles peopl vote for .  want to AVERB congoles peopl  let presid go to stadium  and   let us accompani  support NONTOPIC SOURZ .look  deploy armour cars.for   sent to east of countri  AVERB  NONTOPIC. ACTAR  DAYZ pledg to probe alleg post vote ACTAR AVERB  ACTAR  SOURZ NONTOPIC secur AVERB AVERB at least N peopl  and   arbitrarili arrest dozen sinc kabila disput victori NONTOPIC MONZ N.justic minist emmanuel luzolo bambi NONTOPIC SOURZ  ADMINN  work  SOURZ to tri to document case in  SOURZ   and    alreadi spoken prosecutors. alleg verifi  justic depart will AVERB action  NONTOPIC.accord to SOURZ   N of in  SOURZ AVERB in kinshasa  MONZ N  and   N. N  AVERB in DIRECTZ northkivu ADMINN   and   N in DIRECTZ kasai occidental.hrw NONTOPIC also document AVERB youth in capit stone priest  later AVERB of injuries.sinc kabila victori NONTOPIC secur AVERB  AVERB on small crowd appar tri to prevent protest  result hrw senior africa research annek van woudenberg NONTOPIC. NONTOPIC N victim  and   wit of violenc  us base human right watchdog NONTOPIC  dozen of unconfirm NONTOPIC of AVERB  and   AVERB by secur forces.kabila victori upheld even intern observ decri elector condit cite problem in vote count  and   loss of huge number of ballots.hrw NONTOPIC  ACTAR  and   secur AVERB appear to NONTOPIC  scale of AVERB by quick remov bodies. singl out  ACTAR  and   kabila presidenti guard for blame. ACTAR  and   ACTAR intern partner urgent demand  ACTAR rein in secur forces.london base right ACTAR amnesti intern earlier week denounc  NONTOPIC  wave of polit arrest notabl of opposit activist sinc elections.hab epe ach har"
"57",10041649,"northkivu","Province du Nord-Kivu","alan doss  top SOURZ offici in democrat republ of  ACTAR  ACTAR  NONTOPIC calm return to sub_northkivu in countri volatil northkivu ADMINN follow last week AVERB  ACTAR AVERB  and   ACTAR groups.mr.doss  also head of  ACTAR peacekeep mission in  ACTAR .known monuc.conduct joint mission to  ADMINN on DAYZ  along  countri defenc minist tshikez diemu to assess secur in wake of fighting. AVERB broke out on N MONZ  congoles arm AVERB  ACTAR   and   nation congress for peopl defens known by french acronym ACTAR   of worst AVERB sinc peac deal sign by parti in MONZ .follow last week incid monuc call on parti to exercis restraint return to origin posit  and   avoid action  lead to  escal of violenc  and   dispatch patrol to  ADMINN .accompani by monuc AVERB command general babacar gay  and   chief of staff of  ACTAR  general dieudonn kayemb  N  ACTAR met yesterday local author  and   monuc peacekeep in DIRECTZ  ACTAR . abl to assess  situat in  ADMINN  now calm accord to  SOURZ releas issu by monuc. visit mr.doss stress need to proceed quick possibl  implement of  call act d engag reach in MONZ ."
"58",22816972,"kinshasa, equateur","Kinshasa City","text of SOURZ by SOURZ on N MONZ in drcongo parliament call for open of inquiri  AVERB AVERB place in kinshasa last MONZ .for vital kamerh speaker of nation assembl  perpetr of violenc  identifi  and   punished. AVERB  drcongo armi  and   guard loyal to former vice presid jean pierr bemba left N peopl dead accord to european diplomat in kinshasa.in  context  caught wind of incid AVERB place in kinshasa yesterday. ACTAR  and   armi offic carri out rather violent search at resid of equateur ADMINN governor jose makila   offici of jean pierr bemba mlc congoles liber movement .offici  secur AVERB at governor resid to recov N offici car lent to jose makila   minist of public work  equateur governor condemn violat of home  and   NONTOPIC  soldier came to AVERB residence. descript of SOURZ  pari SOURZ in french   ACTAR own SOURZ   manag of  ACTAR of cultur aim at intern audienc"
"59",22898800,"kinshasa","Kinshasa City","at least N peopl  of  ACTAR troop  AVERB in N day of AVERB  ACTAR troop  and   guard of opposit leader jean pierr bemba hospit  and   diplomat sourc NONTOPIC DAYZ . DIRECTZ secur sourc NONTOPIC presidenti republican guard lost N ACTAR  and   armi Nth brigad N. also quot command of bemba bodyguard NONTOPIC dead AVERB miss desert approach N without abl to give breakdown of figures.meamwhil ACTAR at various kinshasa hospit NONTOPIC SOURZ  around N bodi of civilian  brought to morgues.civilian  and   ACTAR AVERB in hospit put at N at least  count  care for by  ACTAR mission in ACTAR . descript of SOURZ  pari SOURZ  world servic in english  world SOURZ servic of independ french SOURZ agenc SOURZ"
"60",27521830,"northkivu","Province du Nord-Kivu","ACTAR peacekeep in  ACTAR  monusco NONTOPIC  appal by increas in AVERB kidnap  and   AVERB conscript of civilian  mN ACTAR .monusco add  evid  mN rebel kidnap N civilian from northkivu  and   forcibl enlist  movement  and   even AVERB N of  attempt to escape. NONTOPIC fred jowi . begin jowi record AVERB  ACTAR AVERB  and   mN rebel AVERB in east of countri civilian continu to bear brunt of suffer harass  and   AVERB.even though congoles succeed to flee from AVERB  and   sought refug in neighbor countri   lucky.now  N  subject to AVERB AVERB recruit  mN rebel ACTAR  and   AVERB.monusco NONTOPIC  enough evid to back alleg  mN rebel invad  ADMINN of kiwanja in northkivu burnt N hous  AVERB N villagers.monusco ad  rebel continu to AVERB civilian properti  and   wors still  prevent civilian from access humanitarian assistance.thus  intern AVERB person AVERB to live without clean water medicin food  and   tent to shelter from advers weather conditions.abdallah wafi  deputi special repres to  ACTAR secretari general in  ACTAR  warn  mN rebel will punish for respect human right by commit AVERB  and   crime humanity. end record"
"61",22319390,"northkivu","Province du Nord-Kivu","AVERB broke out DAYZ  AVERB loyal to renegad general ACTAR  and   local militiamen in sub_northkivu ADMINN of DIRECTZ  ACTAR  accord to  ACTAR . AVERB  ACTAR AVERB  and   member of local mai mai ACTAR happen near sub_northkivu around N kilomet N mile north of main DIRECTZ  ADMINN of sub_northkivu accord to spokeswoman for  ACTAR peac mission monuc   small base in  ADMINN . base caught in crossfir  ACTAR  ACTAR ACTAR  AVERB  and   mai mai in north monuc spokeswoman sylvi van den wildenberg NONTOPIC SOURZ .around N ACTAR troop main indian  and   uruguyan  station at base.mai mai local self defenc militia compris of differ local ethnic group back ACTAR forces.rebel spokesman bertrand bisimwa NONTOPIC AVERB  and   NONTOPIC rwandan hutu ACTAR rebel  and   ACTAR AVERB taken part in AVERB alongsid mai mai. ACTAR  mai mai  and    ACTAR AVERB tri to AVERB  ADMINN . push back N kilometr from  ADMINN  NONTOPIC ad  AVERB involv heavi weapon  and   begun around N  N gmt .  deliber prepar AVERB NONTOPIC bisimwa.  accident. deliber left posit to come  and   AVERB us. leav  benefit of doubt  chose AVERB.monuc NONTOPIC  immedi NONTOPIC of ACTAR involvement. descript of SOURZ  pari SOURZ  world servic in english  world SOURZ servic of independ french SOURZ agenc SOURZ"
"62",22546296,"northkivu","Province du Nord-Kivu","text of SOURZ by SOURZ on N MONZ drcongo presid jo MONZ h kabila yesterday visit sub_northkivu in northkivu  DIRECTZ drcongo  met local resid  traumat by AVERB  nation armi  and    ACTAR general ACTAR .ten of N of peopl fled  ADMINN  result of AVERB at begin of  MONZ .yesterday presid kabila promis peac  and   secur to sub_northkivu residents. affirm   hold discuss  tutsi congoles general  ACTAR .tomorrow presid kabila leav for belgium on N hour visit  will notabl hold talk king albert. descript of SOURZ  pari SOURZ in french   ACTAR own SOURZ   manag of  ACTAR of cultur aim at intern audienc"
"63",10435071,NA,NA,"ACTAR  work to improv tie neighbour ACTAR  year of unrest in  N countri paul kagam  rwandan presid says. part of aim  ACTAR assist in last week arrest of ACTAR  leader of  ACTAR of rebel fighter AVERB ACTAR AVERB in DIRECTZ dr ACTAR  kagam NONTOPIC < href WWWwww.ljazeera.et > SOURZ . ACTAR AVERB  ACTAR  ACTAR  split from congoles armi in N  state aim of protect tutsi from hutu militia in  ADMINN .meanwhil  N of ACTAR  N strong AVERB AVERB part in ceremoni on DAYZ to reintegr unit  regular army. ACTAR AVERB larg part of DIRECTZ  ACTAR  tacit support of kagam  and    N  reput to close strateg allies.in work togeth  to confront  and   deal  N problem  N   ACTAR  hutu militia problem. genocid AVERB in  ACTAR  to dealt  kagam NONTOPIC. and   second  to work togeth to deal  problem of  DIRECTZ  ACTAR conflict  otherwis intern to  ACTAR   link to ACTAR .protract AVERB in DIRECTZ  ACTAR  ACTAR AVERB hutu militia  and   at time dr ACTAR armi  AVERB around N people. and   violenc threaten to spill  border. rwandan armi cross border  ACTAR to disarm hutu militia fled  rwandan genocid in N.sporad AVERB  rwandan armi  and    ACTAR  gone on for week laforg fil  rebel spokesman NONTOPIC  SOURZ  SOURZ agenc on DAYZ . N  troop expect to join operation.accord to kagam  countri now work to improv ties. N  ve work togeth to normalis relations.second to build on  and   confront challeng  in term of crisi   for long  and   therefor deal  problem underli conflict  NONTOPIC. ACTAR  current in rwandan custodi  like to extradit to ACTAR to stand trial.kagam NONTOPIC hope  happen next MONZ ."
"64",22979232,"bascongo","Kinshasa City","N peopl fear dead on DAYZ  protest AVERB ACTAR  and   soldier in N  ADMINN of bascongo ADMINN  in DIRECTZ  ACTAR  wit NONTOPIC. N policemen  and   N armi ACTAR  among AVERB in moanda honor kapuku interim presid of local agenc voix de san voix voic of voiceless  NONTOPIC.on state own SOURZ  mayor marc nzeyidio lukombo of sub_bascongo  ADMINN capit NONTOPIC N deaths.dozen of corps retriev  and   taken to sub_bascongo general hospit mortuary. ACTAR command in sub_bascongo NONTOPIC N peopl AVERB in  ADMINN of moanda  and   N in boma. ACTAR  and   armi offic  spoke on condit of anonym NONTOPIC support of bundu dia sub_orientale mean sub_orientale kingdom in local kikongo languag  AVERB  ACTAR  and   armi post  and   AVERB N policemen  and   armi major. ACTAR of interior  and   N  secur ACTAR  comment on demonstr  in bascongo for urgent secur meeting. resid of lukunga ADMINN  nyeber pambo NONTOPIC demonstr turn violent  N of protest provok ACTAR  and   soldier tri to dispers .howev  bundu dia sub_orientale leader semi mwanda NONTOPIC peac demonstr put harsh by ACTAR  and   army. passag omit  descript of SOURZ  nairobi SOURZ in english"
"65",25781098,"northkivu","Province du Nord-Kivu","excerpt from SOURZ by burundi independ SOURZ  SOURZ on N     MONZ   dr congoles continu to flee AVERB  mayi mayi pro ACTAR tribal militia  and    ACTAR  sub_northkivu  ACTAR sub_northkivu rebel movement in DIRECTZ drcongo.  N peopl  of  ACTAR  and   ACTAR  arriv in rugombo commune in DIRECTZ burundi via rusizi river  run along border  N countri . refuge arriv tire  and   destitute.. descript of SOURZ  bujumbura SOURZ in french"
"66",6554025,"orientale","Orientale Province","text of SOURZ by congoles SOURZ from sub_southkivu on N MONZ  ACTAR mission in drcongo monuc  engag in vast ACTAR oper in sub_orientale north DIRECTZ drcongo sinc yesterday. oper aim at forcibl disarm obstin militiamen in sub_orientale N day  expiri of ultimatum to arm group oper in troubl ADMINN .ground troop support by  ACTAR cordon locat near sub_orientale chief ADMINN of sub_orientale  AVERB N militiamen. mark end of  ACTAR  demobil  and   communiti rehabilit process in sub_orientalee.accord to figur releas by special repres of  ACTAR secretari general mr.william laci swing N militiamen from various arm group regist for disarma  N  still flock in for disarma  and   registr . visit ACTAR boss express satisfact  achiev  note  perturb by threat issu by former warlord  bosco tutangenda phonet  to disarm militiamen. SOURZ  SOURZ sub_southkivu in french N gmt N MONZ N"
"67",24399875,"southkivu","South Kivu Province","ADMINN of sub_southkivu in DIRECTZ  ACTAR fell DAYZ to renegad troop drawn from former ACTAR  top ACTAR  SOURZ  and   leader of  ACTAR soldier NONTOPIC SOURZ .   ACTAR troops..AVERB  ADMINN  top offici in monuc  ACTAR ACTAR mission in ACTAR  NONTOPIC SOURZ  ask to named. leader of N group of renegad troop MONZ arat NONTOPIC SOURZ   AVERB AVERB of sub_southkivu  capit of southkivu ADMINN . descript of SOURZ  pari SOURZ  world servic in english  world SOURZ servic of independ french SOURZ agenc SOURZ"
"68",3269930,"kinshasa, kasaioriental, kasaioccidental","Kinshasa City","at least N peopl AVERB DAYZ  ACTAR in  ACTAR  ACTAR  broke opposit ralli in number of ADMINN  opposit ACTAR NONTOPIC DAYZ . ACTAR NONTOPIC N AVERB  ACTAR crack on protestor in N cites. main opposit ACTAR  udp earlier also gave figur  on DAYZ   doubl . N peopl AVERB in  capit kinshasa  and    N in kasai  N  DIRECTZ  ADMINN  jo MONZ h mukendi  senior aid to leader of udp NONTOPIC. ralli held to protest failur to hold elect origin plan  pact sign by  ACTAR  and   rebel group in N end disastr N year AVERB.sb rm sj"
"69",33413561,"northkivu","Province du Nord-Kivu","SOURZ mission in ACTAR  monusco  refut DAYZ  MONZ N collabor  rebel of mN current AVERB part of  ADMINN of northkivu   ADMINN of sub_northkivu.accord to  ACTAR command of  SOURZ in  ACTAR   discuss  blue helmet  and   rebel  instal in outskirt of sub_northkivu airport alway AVERB by soldier of monusco.accord to colonel felix bass command of blue helmet of monusco  rebel of mN tri on N occas to AVERB airport of sub_northkivu  AVERB soldier of peace.for   out of question  monusco collabor  rebel movement  NONTOPIC to recogn  rest. monusco continu to provid support for  ACTAR  logist support  and    long  ACTAR  wish for erad of arm group across countri  NONTOPIC. mN conven last DAYZ  ACTAR  and   ACTAR remain in sub_northkivu  departur of regular army. rebel movement made known intent to travel to kinshasa in order to overthrow power to kinshasa NONTOPIC presid kabila to cheat on last presidenti elect of N."
"70",18922379,"northkivu","Orientale Province","mutin general  ACTAR   never want to leav northkivu  and   for  intern arrest warrant  issu by icc to answer for AVERB crime commit in democrat republ of  ACTAR  just taken to heel togeth element  loyal to . mutin general  ACTAR  and    ACTAR   on run for N day now exchang heavi gunfir  armi in night of N MONZ  and   head toward sub_orientale in east of  ACTAR   learn from  ACTAR  SOURZ . start AVERB at night N.N pm .gener bosco within rank of mutin state armi captain   former member of former ACTAR  nation congress for defens of peopl  ACTAR   mutin belong to  and   of general ntaganda chief of staff. N hour of exchang of heavi gunfir at sub_northkivu  local at border of nyiaragongo  and   ruthshuru ADMINN  in volatil ADMINN of northkivu east   support by AVERB from heavi weapon state captain. rebel dispersed. left for forest behind sub_northkivu  cross night affirm soldier specifi  numer  and   head for virunga park on border  ACTAR   classifi  world heritag by unesco. affirm  ACTAR panick  saw general ntaganda  and    ACTAR on morn of N MONZ  and   fled sub_northkivu to sub_northkivu  capit of northkivu N km away. regret fact  general  want to surrend  well  colonel  NONTOPIC.colonel magenga former deputi to ntaganda in  ACTAR  notabl desert sub_northkivu on night of N MONZ .on night of N MONZ   ACTAR arm AVERB  ACTAR  suspend AVERB in northkivu affirm  situat  AVERB in maisisi  and   sub_northkivu. also gave  N day ultimatum to mutin to surrender. ACTAR polit ACTAR  born out of N peac agreement sign  ACTAR  and   former ACTAR  on N MONZ in  SOURZ releas welcom suspens of oper  and   urg  ACTAR  and   mutin element to maintain truce  and     to give prioriti to dialogu at expens of weapon AVERB destroy  and   caus massiv AVERB of populations. soldier  deadlin pass  rebel  surrend  will continu oper  warn col sylvain ekeng  ACTAR spokesman for northkivu  and   southkivu ADMINN  east .nicknam AVERB general ntaganda  on run sinc N  arrest warrant issu by intern ACTAR court for enlist of ACTAR   in  ACTAR in earli Ns. ACTAR  still refus to arrest  consid peac prevail justic  consid respons for AVERB  and   want to appear  congoles courts. former ACTAR  integr  armi  N peac agreements.gen ACTAR on run  N ton of heavi  and   light weapon abandon  and   retriev by  ACTAR in farm at kirolirw in sub_northkivu in northkivu in flight toward unspecifi local in northkivu gen ACTAR  disobedi to order of top hierarchi abandon behind  N ton of heavi  and   light weapons. weapon just retriev by element of  ACTAR  now AVERB entiti   command of mutin recently. sampl of weapon present to  ADMINN governor  on sensit tour of AVERB popul  return to localities.major gen gabriel amisi alia tangofor armi command offici present weapon to  ADMINN governor call to wit media  special way of demonstr achiev of  ACTAR in order to put end to indisciplin shown by element of  ACTAR  loyal to gen ACTAR   want by congoles justice. retriev weapon will list by general headquart of Nth ACTAR  ADMINN   inform by spokesman of ACTAR oper colonel ekeng on site in stronghold of ACTAR . exploit occur  N day ultimatum given to mutin to see reason  and   surrend to  ACTAR .meanwhil  ADMINN governor tour local  AVERB AVERB place loyalist AVERB  and   mutin loyal to ACTAR .  opportun for to listen to grievanc of peopl of  essenti  return to peac  and   for secur to guaranteed.in almost N popular ADMINN in sub_northkivu sub_northkivu sub_northkivu kirolirw burungu  and   kitchanga julien paluku urg  ACTAR to avoid messag of exclus  torn  ADMINN apart for almost decad now. tour of hinterland of sub_northkivu  respons to exhort made by compatriot  found refug in neighbor ACTAR  guarante assur of return of peac to  ADMINN .question on spot in sub_northkivu ADMINN  peopl ask  ADMINN author to work hard to ensur return of brother  and   sister  bear sound of boot  and   crackl of bullets. worth note presenc in tour on N MONZ of ADMINN deputi  and   opinion leader from sub_northkivu ADMINN  life come back to normal.n  and   intern ngos call for arrest of ACTAR  N forti N congoles  and   intern civil societi  and   human right organ solicit intervent of us ACTAR for arrest of ACTAR . us ACTAR  emphas in letter must give strong support to  ACTAR to put out of action senior ACTAR  want by icc for crime  and   violenc civilian in east of  ACTAR .in addit  structur urg rwandan ACTAR  to protect gen ACTAR . ACTAR  NONTOPIC in strongest term must refus  type of asylum. us ACTAR must assist  ACTAR in secur sector reform  and   to maintain peac in east of republic.without AVERB  bush  ngos NONTOPIC  discourag  and    strong hope  ACTAR will transfer to icc. believ wholeheart  will escap from intern justice. must note  never disturb by congoles law court in spite of serious human right violat someth trigger great fear on part of civilian  remind us ACTAR . ACTAR  want by intern justic  arrest warrant issu by icc for recruit ACTAR  N year in armi in north DIRECTZ  ACTAR  N  and   N. also NONTOPIC of involv in serious violat human by  court. descript of SOURZ  kinshasa SOURZ in french  websit of privat own daili observ to publish balanc NONTOPIC url WWWwww.aprosperiteonline.et"
"71",17902800,"northkivu","Province du Nord-Kivu","ACTAR armi will re deploy in sub_northkivu on DAYZ  rebel pull out from key DIRECTZ  ADMINN  senior offici NONTOPIC. will deploy unit tomorrow general francoi olenga head of dr ACTAR ground AVERB NONTOPIC SOURZ . battalion will post in  ADMINN  and    ACTAR will post at airport. mN rebel last week AVERB sub_northkivu part of lightn advanc in miner rich east due to pull out from  ADMINN on DAYZ .hab yad jhb"
"72",12430336,"northkivu","Province du Nord-Kivu","N new case of cholera  detect near front line in DIRECTZ  ACTAR   ACTAR  AVERB rebel  medic aid ACTAR NONTOPIC DAYZ  warn of possibl major epidemic.half of case identifi in camp for N AVERB peopl in sub_northkivu  ACTAR AVERB ADMINN N kilometr  N mile north of northkivu region capit of sub_northkivu doctor without border medecin san frontier msf NONTOPIC.anoth forti peopl cholera symptom transfer toward sub_northkivu   msf care  ACTAR NONTOPIC.  N AVERB peopl in  sub_northkivu zone live  bad sanitari conditions. risk factor  for explos of major epidem NONTOPIC msf local emerg programm coordin megan hunter.on DAYZ  medic aid ACTAR instal cholera treatment centr in sub_northkivu  N patient fled amid AVERB  AVERB parti  and   care temporarili interrupted.AVERB  dr ACTAR ACTAR  and   rebel affili renegad tutsi ex general ACTAR  AVERB at least N civilian sinc MONZ  and   AVERB  N civilian  SOURZ  and   humanitarian group NONTOPIC.str hba eb boc"
"73",17850280,"southkivu","South Kivu Province","congoles ADMINN in path of advanc rebel current AVERB by ACTAR troop  littl consol to resid whose home  AVERB by  ACTAR forces.unruli ACTAR armi soldier AVERB for  N night run  SOURZ offici in  ADMINN of minova NONTOPIC DAYZ  insist upon anonym   author to speak to  SOURZ . ACTAR peacekeep patrol minova to protect civilian from rampag ACTAR troops.mN rebel AVERB main ADMINN of sub_northkivu in DIRECTZ  ACTAR last week  and   minova lie on path to next AVERB  ADMINN capit to south.pickup truck pack congoles armi soldier arm automat rifl  and   rocket propel grenad sped minova. armi soldier walk street look for food. even sell cigarett on side of road testimoni to poor pay  ACTAR troop receive.in minova  ACTAR gen.francoi olenga  recent name head of congoles armi held meet  ADMINN commanders. countri in danger. defend countri traitor olenga NONTOPIC associ SOURZ .mN soldier remain in AVERB of sub_northkivu.mN also still held sub_northkivu  ADMINN N kilomet N mile west of sub_northkivu  repel congoles armi AVERB on DAYZ . of DAYZ  front line near  ADMINN  N kilomet mile south of sub_northkivu. rebel seen by  SOURZ north of  ADMINN   and   to south larg number of ACTAR troop  and   mai mai militias.meanwhil talk at end conflict appear to go nowhere.congoles ACTAR held talk DAYZ in neighbor ACTAR  repres of mN accord to ugandan ACTAR .ugandan defens minist crispus kiyonga NONTOPIC  mediat to help side reach settlement. ACTAR can hard claim to total neutral  ACTAR  and   ACTAR back rebel accord to  ACTAR  SOURZ releas on DAYZ .rene abandi mN head of extern relat NONTOPIC mN repres met congoles presid jo MONZ h kabila in tens  N hour meet attend by museveni.  ACTAR deni   negoti  mN rebels. congoles ACTAR in congoles capit of kinshasa NONTOPIC will  talk  rebel unless leav sub_northkivu. region summit of intern confer on great lake ADMINN in kampala  attend by kabila  and   ugandan presid yoweri museveni  on DAYZ call on rebel to leav sub_northkivu  and   urg kabila to listen to legitim grievanc of mN.mN made of N of soldier desert congoles armi in MONZ .sinc  rebel AVERB vast swath of ADMINN in miner rich DIRECTZ  ACTAR . rebel NONTOPIC ACTAR ACTAR of fail to honor term of N peac deal incorpor  nation army.    SOURZ writer melani goubi contribut to  SOURZ from sub_northkivu."
"74",33898105,"northkivu, southkivu",NA,"ACTAR AVERB  ACTAR in foot lift in relat to ultimatum of presid kabila.  N MONZ next in principl  schedul to expir ultimatum demand depos general ACTAR to go to agitation. ACTAR  waiv ceas AVERB sinc  DAYZ  MONZ N.sinc  violat AVERB AVERB place  ACTAR  and   ACTAR troop in northkivu. ACTAR  presid of nation congress for defens of peopl call for restor of nation state  and   defend tutsi  ethnic ACTAR  sinc N of discrimin accord to of congoles authorities. promis major offens  ACTAR forces.for  eculibr  state general staff of  ACTAR deploy to end apoge of ACTAR batuare. time  will  without monuc. emg of  ACTAR  time to mobil to initi larg scale oper in order to reduc to nullifi  ACTAR troop of ACTAR .obvious  kinshasa ACTAR  decid to put mean to provis of  ACTAR .logist  and   human resourc put to contribut to end insecur prevent tranquil to develop of  ACTAR .at least N brigad deploy in southkivu ammunit  and   uniform arrived. monuc  sign agreement in  MONZ of MONZ in SOURZ  chapter N  give  full power to AVERB to side of arm loyalist in event of AVERB   case now  made reconnaiss flight intend to locat posit of AVERB on ground in order to allow to plan next AVERB  support of monuc.although monuc estim to address to provid logist  SOURZ devic pick in kinshasa  demonstr  monuc reweav to accompani  ACTAR sinc mention N reason unlik prescrib in chapter N .among reason   lack of train for soldier  malfunct of oper  presenc of  ACTAR  rebel of rwandan hutu genocidair of qualifi by kigali regim   in rank of ACTAR . will to AVERB  ACTAR  NONTOPIC in less  week  well emphas by presid kabila.therefor emg will put end to apoge of ACTAR ."
"75",21231342,"orientale, northkivu","Province du Nord-Kivu","N. SOURZ headlines.N.in sub_orientale locat N km south of sub_orientale  soldier of arm AVERB of drcongo gun today wife  famili dispute. wife AVERB instant  and   soldier still on run.N. N human right organis of DIRECTZ drcongo concern by plight of soldier of arm AVERB of drcongo in  ADMINN . claim  latter  receiv salari for past N  MONZ s.N.at luniaseng locat near lake edouard in sub_northkivu ADMINN  northkivu calm return today  AVERB  ACTAR of mai mai fighter  and   troop of arm AVERB of drcongo last DAYZ .NONTOPIC from  ADMINN state  N peopl includ soldier  and   N civilian  serious wounded.N.announcements.N.n SOURZ .N.intern SOURZ .N.sport SOURZ ."
"76",9249759,"northkivu","Province du Nord-Kivu","ACTAR peacekeep use helicopt gunship DAYZ to halt rebel offens in  DIRECTZ  ACTAR   ACTAR mission in  ACTAR NONTOPIC. gunship AVERB on AVERB loyal to renegad tutsi general ACTAR advanc toward strateg ADMINN of sub_northkivu in northkivu ADMINN  monuc spokeswoman sylvi van wildenberg NONTOPIC. use of AVERB helicopt  ACTAR  ncdp in sub_northkivu ADMINN allow us to dispers rebel  and   block progress  NONTOPIC. ACTAR AVERB AVERB sub_northkivu on DAYZ  push back ACTAR troop  and   caus N of civilian to flee to camp north of sub_northkivu.jpc db jj"
